comment,n_star,BATTERY,CAMERA,DESIGN,FEATURES,GENERAL,PERFORMANCE,PRICE,SCREEN,SER&ACC,STORAGE
"Pin 5000 nhưng thực tế chỉ khoảng 4000 , mình đã thử gỡ hết những ứng dụng không cần thiết kể cả gem nhưng vẫn rất hào pin, chụp ảnh thì cũng chưa tốt nhất là những điểm thiếu sáng ,chụp buổi tối thì càng tệ",3,Negative,Negative,None,None,None,None,None,None,None,None
"#Mình Mới Mua Mày Hôm Qua Tại TGDĐ ...Theo Mình Nhận Xét Thì 
Cấu hình tốt
Tất cả đều ok
Camera Ổn Pin Trâu Đáng Mua Trong Tầm Giá !",5,Positive,None,None,None,None,Positive,Neutral,None,None,None
"Cấu bình như này giá 20tr chắc dành tặng cho nhân viên ViVo sài , chứ giá như này thà mua mấy con Mi 10pro ss còn tốt hơn ^^",1,None,None,None,None,None,Negative,Negative,None,None,None
Máy mượt chụp hình đẹp còn nếu mua chơi game thì quá tệ. Thấy dùng chíp 675 nghĩ chơi game ok lắm ai ngờ về chơi pubg thật quá thảm. Nếu ai có nhu cầu về game thì nên chọn máy khác,2,None,Positive,None,None,None,Negative,None,None,None,None
"Chiếc Nokia 2.3 của em hay bị đơ màn hình lắm, mới mua bên thế giới Di Động được 2 tháng thì đổi có được không ạ, pin khoẻ mà dùng chán quá, đơ màn hình nhiều lần...",2,Positive,None,None,None,None,Negative,None,None,None,None
"Xài được hơn một tuần, mọi thứ đều ổn, ngoại trừ pin không được như giới thiệu !",4,Negative,None,None,None,Positive,None,None,None,None,None
"Đã mua active3 để ủng hộ hàng việt. Dùng tốt đến hiện tại chưa lỗi gì. Sạc nhanh ok. Tiếc cái là đợi con vsmart tầm giá 10 triệu để mua mà lâu quá không đợi được. Sẽ hướng cả nhà, cả họ chuyển dần sang dùng vsmart. Hehe. Tốt cho nước nhà mà. Mua hàng trung quốc là góp gạch cho nó xây dựng trường sa hoàng sa.",5,Positive,None,None,None,Positive,None,None,None,Positive,None
Quá tuyệt vời tôi mua được 3 ngày dùng ok lắm pin trâu chơi liên quân 5 tiếng mà mất 30%.trên YouTobe nói máy nóng là hoàn toàn sai nha mình chơi game có thấy nóng đâu.luc đầu sạc thì có nóng xíu tầm 4 phút là hết nóng,5,Positive,None,None,None,None,Neutral,Positive,None,None,None
"Sản phẩm quá tuyệt vời. Ổn trong tầm giá. Đặc biệt thích mấy anh chị bên TGDD ở thôn 3 Nhân Cơ Đắk R'Lấp Đắk Nông ghê vui vẻ, hài hước",5,None,None,None,None,Positive,None,Neutral,None,Positive,None
"Sạc nhanh đâu ko thấy, thấy sạc lâu lắc thua a7 2018 sạc thường, vân tay ít nhạy. Nhân viên nhiệt tình chu đáo",4,Negative,None,None,Negative,None,None,None,None,Positive,None
Máy chơi liên quân có vẻ chả ổn định tý nào fps tụt còn 3x thì đánh đấm cái gì còn lại tất cả đều ổn,3,None,None,None,None,Positive,Negative,None,None,None,None
"Mình mua con này 15/4 có tí đánh giá sau: màn hình cực mượt, pin trâu, sạc nhanh, chơi được những game cấu hình mạnh(thỉnh thoảng mới lag), không nên bật max setting các loại game, không cập nhật bản B17, camera hơi ảo, nhiều tính năng tiện lợi hấp dẫn. Nói chung là chất luong cao trong tầm giá",5,Positive,Negative,None,Positive,Positive,Positive,Neutral,None,None,None
"Mình mua may hum 8/6 sử dụng tơi nay cảm thấy máy mượt mà pin dùng đủ 24 giờ, sạc 3 tiếng đầy pin, cũg có chơi game nhưng máy ko nóng, mình để độ sáng gần thấp nhất,NV TGDD nhiệt tình ,thank a,e TGDD",5,Positive,None,None,None,None,Positive,None,None,Positive,None
"Pin khỏe .máy dùng mượt ,nghe nhạc cực đã.chụp ảnh nét căng,cây bút viết rất thật...",4,Positive,Positive,None,Positive,None,Positive,None,None,None,None
"Pin 5000 dùng khá ổn, chiến game tốt, nhưng thấy 2 loa mà nghe nhạc đc có 1 loa.",5,Positive,None,None,Negative,None,Positive,None,None,None,None
"Sản phẩm khá ổn trong tầm giá, ping khá trâu, khá mượt, nhưng mk mua thì bị lỗi tai nghe cấm vô vẫn có âm thanh loa ngoài, và không có báo là đã cắm tai nghe",3,Positive,None,None,Negative,Positive,Positive,Neutral,None,None,None
"Mới mua con Oppo reno 3 tại đmx sáng nay. Cảm nhận ban đầu thấy máy cầm nhẹ tay, lướt web nhanh, camera cũng tạm đc, pin thì tụt nhanh. Nói chung tạm ổn",4,Negative,Neutral,Positive,None,Neutral,Positive,None,None,None,None
"Xài ngon vãi các ông ạ, game thì tốt trong tầm giá, pin trâu, máy chơi game không nóng lắm, nếu chiến game full setting thì sẽ nóng đấy. Camera ai bảo không đẹp chứ tui thấy khá ổn, vân tay nhạy, cộng thêm thiết kế là một điểm mạnh của máy này. Ngoài ra cũng có vài tính năng rất hay ho và tui thấy không thể đòi hỏi gì hơn nữa. Đã vậy còn được mua đợt giảm giá.",5,Positive,Positive,None,Positive,Positive,Positive,Positive,None,None,None
"Sài đc 1 tuần đi đổi lại do cam trước lỗi, đổi chiếc thứ 2 mang về pin sạc có vẻ nóng cục sạc ,có 2tr990 nên ngại cũng k muốn hành ae tgdd nhiều. Nhưng mà thắc mắc cái cam sau 13pm vs 2pm thì mình k thể mở đc từng cam  ,mà hôm đi đổi  a kĩ thuật đã cố nhưng k thể mở đc cái cam sau  ở trên cùng  của tất cả các máy y11 dù đã lấy 1 ngón tay bịt cam lại vậy tóm lại các bạn có ai mở đc k thì để coment bên dưới. Cuối cùng là ở trên cam sau 13pm hay là 2pm .",3,Negative,Negative,None,None,None,None,Neutral,None,None,None
Sạc 3.0 mà sạc từ 2% đến 100% mất 3h mới đầy. Mới mua về test sạc luôn. K biết sạc thường chắc 5h quá,3,Negative,None,None,None,None,None,None,None,None,None
Ngoài cái bảo mật vân tay hơn khó chịu xíu còn lại rất tốt ko chê vào đâu được nhân viên tư vấn nhiệt tình 5* luôn người Việt ủng hộ hàng Việt,5,None,None,None,Negative,Positive,None,None,None,Positive,None
Mình xài được 3 ngày . Máy rất nhậy . Sang choảnh cực . Nói chung là máy ok cầm nhỏ gọn rất thích . . Đáng đồng tiền bát gạo,5,None,None,Positive,Positive,Positive,None,Positive,None,None,None
Mới mua ở tgdd. Máy chạy tốt chơi game ngon lướt  web xem phim nge nhạc oke lắm. Chơi liền 3h liền tốn hết 20 ngoài % pin nói chung ổn từ khi sử dụng đến bây giờ. Nhân viên tư vấn nhiệt tình dễ mến.,5,Positive,None,None,Positive,None,Positive,None,None,Positive,None
Quá chán cho sản phẩm  của samsung. Quá thất vọng loa de. Cảm ứng quá tệ,1,None,None,None,Negative,Negative,None,None,None,None,None
Lúc mới mua thì cảm thấy ok nhug khi sử dụng 6 tháng mới cảm thấy kg còn mượt...chơi game là lag...chụp hình kg nét...pin thì tuột nhanh..để qua đêm tuột 14%...nói chug hoi thất vọng khi mua con này.,4,Negative,Negative,None,None,Negative,Negative,None,None,None,None
Hơn 2 tuần sử dụng thì mình cảm thấy camera trước và camera sau vào tối thì chụp bị lag và chơi game thỉnh thoảng bị dơ và mình dùng mạng 4g thỉnh thoảng yếu kém mà lắp sim 4g vào máy khác lại mạng mạnh...,4,None,Negative,None,Negative,None,Negative,None,None,None,None
"Máy chạy rất mượt chơi game k tốn nhiều pin
Sản phẩm rất tốt và hơn cả sự mong đợi của tôi
Dao diện máy đẹp va sản phẩm sam sung ngày cải tiến nhiều hơn va mình rất thích
5* cho điện máy xanh nhân viên phục vụ  tận tình",5,Positive,None,None,None,Positive,Positive,None,None,Positive,None
"Thấy các bác chê quá. Tôi dùng thấy oke mà. Chip tốt, time đường dài ổn. Chịu các bác :))",5,None,None,None,None,Positive,Positive,None,None,None,None
"Rất tốt mọi mặt ko giống như bình luận 1 sao mới mua dc vài ngày, chơi game mượt ko lắc, rất ok cho game thủ",5,None,None,None,None,Positive,Positive,None,None,None,None
Máy OK ở tầm giá! Nhưng TGDD nên xem lại phần giới thiệu về thiết kế của máy! Mình thấy giống như treo đầu dê bán thịt chó! Máy này làm gì có khung kim loại và mặt lưng kính cường lực????,3,None,None,Neutral,None,Positive,None,Neutral,None,Negative,None
"Sp dùng rất mượt và ổn định, mọi kết nối rất nhanh và mình đặc biệt thích tính năng nhận diện vân tay phía sau vì đúng theo thói quen cầm điện thoại và khi đi xe nghe rất tiện",5,None,None,None,Positive,Positive,Positive,None,None,None,None
Có hiện tượng tự động tắt nguồn. Mặc dù k cài chế độ bật tắt máy tự động.còn lại tốt trong tầm giá,5,None,None,None,None,Positive,Negative,Neutral,None,None,None
"Máy cảm hứng trổ mấy lần mới ăn, chậm chạp nói chung là em chịu thua em này, dùng quá chán luôn sao không học hauwai làm nhỉ",1,None,None,None,Negative,Negative,None,None,None,None,None
Sản phẩm rất tốt và rất dep một các bạn mua sản phẩm này nhận viên phục vụ nhiệt tình và vui vẻ,5,None,None,Positive,None,Positive,None,None,None,Positive,None
Mới lấy được tuần.máy cũng OK.để chế độ sáng ít thì màn hình tối phải để độ sáng cao mới thấy rõ. Chơi liên quân cũng tạm.có điều bấm phím đi chuyển và bấm phím tung chiêu cùng lúc  không được.100 lần đều không được.cảm ứng không nhạy. Không biết phải do máy lỗi không.,4,None,None,None,Negative,Positive,Neutral,None,Negative,None,None
K xem được video trên web vẫn chạy nhưng k xem được hình mà trên youtube vẫn xem được là sao.máy quá tệ,1,None,None,None,None,None,Negative,None,None,None,None
"Đầu tiên mình đánh giá về thái độ phục vụ và tư vấn khách hàng của nhân viên TGDĐ là rất tốt . Về iPhone 7 plus thì máy có thuết kế đẹp và sang chảnh , hệ điều hành rất mượt và nhanh không có hiện tượng bị đơ hay lag như trên Android , pin tốt , camera sắc nét chụp tuyệt đẹp . Nói chung rất hài lòng khi mua iPhone 7 plus luôn là fan của Apple , luôn ủng hộ TGDĐ",5,Positive,Positive,Positive,None,Positive,Positive,None,None,Positive,None
"Tốt , Tất cả đều tốt , chỉ tội cho những ai không biết xài máy này thôi , thiệt chứ có nhiều lúc bực bội khi mà thấy như vậy đấy , thấy nhiều người đánh giá 1 sao sản phẩm này , rồi chê rồi chê , trong khi đó học chả biết tí gì về điện thoại cả",5,None,None,None,None,Positive,None,None,None,None,None
"Máy đẹp , pin trâu . Nhưng chắc lô hàng tháng 3 bị lỗi 4 gốc xung quanh màn hình có viền đen hơi khó chịu, đang chơi game thì bị đơ đen hết màn hình",4,Positive,None,None,None,None,Negative,None,Positive,None,None
Máy rất ok. Pin Trâu. Bộ xử lý ổn kiểu dáng hợp mọi phong cách. Nói chung là ở tầm giá tiền này thì A31 là loại 5*.  Mọi người than vãn lag hay lỗi máy thì mọi người làm ơn nên xem giới thiệu chi tiết về dòng máy trước khi chọn cái. NSX A31 đã nói rõ ràng chi tiết về máy và cũng có các cảnh báo để người mua biết và lựa chọn. Các bác đòi chi ra không quá 5tr mà đòi máy phải trơn mượt ngon lành thì chỉ có dòng NOKIA-1280.  Tiền Nào Của Nấy Các Bác Ạ.,5,Positive,None,None,None,Positive,Positive,Neutral,None,None,None
Mới mua trưa qua. Test thử một ngày thấy pin trâu quá. Game mượt.nói chung là giá này chưa thấy con nào ngon hơn. Máy k hề nóng. Mua hợp lý quá. Tiếc k mua được xanh lá,5,Positive,None,None,None,Positive,Positive,Neutral,None,None,None
"Sản phẩm rất tốt ,pin trâu, sạc 2 tiếng mấy, màn hình lớn,chỉ có điều để thẻ nhớ vào thì điện thoại báo không có thẻ SD cho em hỏi làm cách nào đây",5,Positive,None,None,Negative,Positive,None,None,Positive,None,None
"Quá tuyệt vời. Máy dùng rất mượt, pin trâu, mình rất thích và cực kì hài lòng khi sử dụng Realme C3 ",5,Positive,None,None,None,Positive,Positive,None,None,None,None
"Cảm nhận về sản phẩm rất là tốt, nhưng mà mình cảm thấy hình như đt tuột pin hơi nhanh, còn lại thì rất là ok",5,Negative,None,None,None,Positive,None,None,None,None,None
Thất vọng pin tụt rất nhanh ko dùng cũng hết pin máy tự nóng lên lại còn hay bị đơ,1,Negative,None,None,None,None,Negative,None,None,None,None
Thấy nhiều người bảo A70 pin hao nhanh. Cái này quá chuẩn luôn. Mình xài fb vs yt xíu mà hao kinh game thì ít có chơi. Pin 4500 mà bị hao nhanh thì cũng z .,1,Negative,None,None,None,None,None,None,None,None,None
sản phẩm khá là ok phù hợp với túi tiền của nhiều người.,5,None,None,None,None,Positive,None,Positive,None,None,None
"Mới hốt em nó về,kg thích mỗi tội kg có chức năng khóa màng hình bằng vẽ biểu mẫu. Buồn",3,None,None,None,Negative,None,None,None,None,None,None
"Máy sài wa tốt, xứng đáng với tầm giá,  pin trâu nhé, camera ok, 5.990k nên mua",5,Positive,Positive,None,None,Positive,None,Neutral,None,None,None
Mình mua máy mới mà pin chai hết 7% mình đo bằng ứng dụng antutu chỉ có máy đã qua sử dụng mới có độ chai pin,1,Negative,None,None,None,None,None,None,None,None,None
Máy tốt pin cực trâu sạc nhanh 2 tiếng là đầy sài vi vu cả ngày camera sau siêu đẹp,4,Positive,Positive,None,None,Positive,None,None,None,None,None
Camera kém. Chất lượng hình ảnh tồi. Độ phân giải thấp. Thỉnh thoảng đơ. Là fan của samsung nhưng thấy thất vọng về dp này,1,None,Negative,None,None,None,Negative,None,Negative,Negative,None
Con này sài rất OK nhá. chiến game rất tốt. 2 ngày đâu tiên sài điện thoại rất nóng pin tụt nhanh.  nhưng những ngày sau sài không nóng tý nào và pin cũng khá trâu. Chỉ có cái clip FB nếu mạng yếu thì hơi mờ và cam trước không đẹp. Nhưng tầm giá này thì nhất hạng. NV nhiệt tình. Bạn nào chiến game thì đừng bâng khuâng nửa.,5,Positive,Negative,None,None,Positive,Positive,Neutral,None,None,None
"Máy đẹp, mọi thứ điều ok mua ở TGDĐ là yên tâm nhất, mua máy thứ 2 tại đây rồi .",5,None,None,Positive,None,None,None,None,None,Positive,None
Máy rất ổn trong tầm giá này. Pubg bao mượt . Pin trâu . Màn hình tạm ổn . Sạc nhanh,5,Positive,None,None,None,Positive,Positive,Neutral,Neutral,None,None
"Có vẻ Pin chưa ổn lắm. Trước dùng S10+ một ngày rất thoải mái, giờ S20+ chỉ 15h đã cạn.
Chờ bản cập nhật xem sao. Chấm 5* động viên.",5,Negative,None,None,None,None,None,None,None,None,None
Lúc đầu Sài OK nhưng tg gần đây pin tụt nhanh màng hình chính cứ có quan cáo noi lên hoài rất bực mình mong là có thể chỉnh lại,4,Negative,None,None,None,Positive,None,None,None,None,None
"Mới mua hôm qua, pin rất trâu , bắt wifi rất tốt mọi ứng dụng đều mượt, so cùng tầm giá chắc không có máy nào bằng, nhân viên của thế giới di động phục vụ rất tốt ,rất hài lòng.",5,Positive,None,None,Positive,Positive,Positive,Neutral,None,Positive,None
"Đừng mua có tiền thì lên ip11 đi, con này liên quân cũng lag, pubg cũng lag thì còn chơi cc gì nữa. Mua về để xem phim, nghe nhạc thôi mà pin cũng nhanh hết.",1,Negative,None,None,None,None,Negative,None,None,None,None
"Chán lỗi tùm lum luôn , ko bh mua nữa cảm ứng lúc đc lúc ko , loa bé tí , wifi yếu , game thì nghỉ luôn đi , sạc lỗi",1,Negative,None,None,Negative,Negative,Negative,None,None,None,None
"Thiết kế đẹp mắt ,màu sắc đẹp.Sản phẩm chơi game lướt wep mượt. Giao diện rất phong phú.pin sử dụng được rất lâu.nhân viên tư vấn hướng dẫn nhiệt tình",5,Positive,None,Positive,None,None,Positive,None,None,Positive,None
Pin kém quá 1 ngày không đủ pin sài chơi game sụt pin nhanh.còn lại sài cũng khá ok rất hài lòng về máy trừ khoản pin và vân tay vẫn hơi kém,3,Negative,None,None,Negative,Positive,None,None,None,None,None
"Samsung a21s rất tệ về mọi mặt như : Pin hảo nhiều, màn hình lg nét, lướt web chạy chậm, chụp hình lg đẹp, ảnh chụp bị ngã màu vàng . Giá tiền cao kg phù hợp với mặt hàng . Tôi mua xong phải đem đổi lại con Oppo .",1,Negative,Negative,None,None,Negative,Negative,Negative,Negative,None,None
Chờ ngày em này bán ở việt nam...nhất định sẽ sở hữu em nó...rát hóng tinh vì em nó có nhiều tính năng mới ok,5,None,None,None,Positive,None,None,None,None,None,None
"Tầm 4 triệu trở lại , chíp Snapdragon, pin trâu, sạc nhanh, ram 4g, dùng mượt mà, ko nóng , vậy thì  quá ngon rồi, camera tạm được. Tưởng ko ra gì , ai ngờ quá ngon trong tầm giá, điện thoại mua lại xài chạy ầm ầm, có gì đâu mà mọi người chê lên chê xuống vậy",5,None,Neutral,None,None,Positive,Positive,Neutral,None,None,None
"Mới sử dụng được 3 ngày. 
Vân tay siêu nhạy, pin trâu sạc nhanh, camera ổn, cảm giác lướt rất mượt. Dùng lâu máy rất mát không hề nóng. 
Máy cầm nặng tay.",5,Positive,Positive,Negative,Positive,None,Positive,None,None,None,None
"Mua đc hơn 4 tháng máy dùng ok lắm ko có gì để chê nhân viên thì nhiệt tình , quyết định mua ip7p là ko sai.",5,None,None,None,None,Positive,None,None,None,Positive,None
Điều hạn chế ở con này vẫn là loa rất nhỏ. Còn lại đều ổn ở tầm giá 9tr290. 4 sao,3,None,None,None,Negative,Positive,None,Neutral,None,None,None
"Mua máy cũng hơn 1 tháng rồi, chơi game ok, về phần pin thì hết nhanh cũng giống pin của samsung galaxy j6 nhưng có chức năng sạc nhanh, còn về wifi thì bắt sóng cũng kém dù ở ngay cạnh wifi, về hiệu năng chơi game thì với cấu hình như này thì ổn. Tôi khuyên anh em nếu muốn chơi game ổn thì nên mua con này",5,Negative,None,None,Negative,None,Positive,None,None,None,None
"máy chơi game cũng được nhưng pin thì lại không được ok cho lắm vì hơi nhanh hết, máy ấm chứ không nóng, còn lại mọi thứ đều ok hết",5,Negative,None,None,None,None,Positive,None,None,None,None
"Mới mua 4 ngày, chả có đặc sắc ngoài chơi game mượt, pin thì 5000 nhưng tụt ớn ăn quá",5,Negative,None,None,None,None,Positive,None,None,None,None
Nhập galaxy m 21 về bán là bảo đảm cháy hàng.đang sài pin trâu.trip mượt.hình ảnh đẹp nữa.cho 9 sao luôn ấy.,1,Positive,None,None,None,None,Positive,None,Positive,None,None
"Đt máy đẹp, pin trâu. Chỉ vào youtobe, fb, zalo, ko chơi game nên 2 ngày mới sạc 1 lần. Cảm thấy pin ổn. Mấy ngày đầu vào các ứng dụng còn bị đơ, tự out ra. Nhưng dc nv kĩ thuật hỗ trợ nên máy chạy mượt hơn rồi. Vào cho bù 5 sao",5,Positive,None,Positive,None,None,Neutral,None,None,None,None
"Đẳng cấp, xài ổn đến tận bây giờ dù có ra andoid nào thì cũng không thể so sánh được",5,None,None,None,None,Positive,None,None,None,None,None
"Máy ổn đấy chứ pin ngon màn hình đẹp cấu hình ổn ,camera thì chụp trung bình thôi không đẹp",5,Positive,Neutral,None,None,Positive,Positive,None,Positive,None,None
"Sau 5 ngày mua về sử dụng, pin giảm hiệu suất tối đa còn 99%, như vậy có được hưởng chế độ bảo hành gì không?
Máy dùng thì cực nhanh nóng, hơi thất vọng.",1,Negative,None,None,None,None,Negative,None,None,None,None
Dùng khá ổn pin hơi nhấp nhô hai ngày đầu sạc ngày thứ ba dùng ổn chơi game nhiều nhưng dùng đến hết ngày vẫn đc 23% vân tay nhạy cực nhạy quét khuôn mặt cực nhanh nhân viên tư vấn nhiệt tình ANH EM NÊN DUYỆT CON NÀY,5,Positive,None,None,Negative,None,None,None,None,Positive,None
Theo em nghĩ oppo đưa giá quá cao..màn hình chỉ dừng lại ở FHD+ 60-90hz..chíp thì của media Tek p90.. Theo em nghĩ giá quá cao..nếu tầm giá này có thể mua xiaomi K30 5G .. Được chíp tầm trung mạnh nhất vs mới nhất snap 765G..thêm được công nghệ màn hình mới nhất 120hz..còn ngon hơn nữa thì mua K30 ultra được chíp Dimensity 1000+ chíp này ngang snap 855+ ..120hz độ sáng màn hình 800nits quá ngon,2,None,None,None,None,None,Neutral,Negative,Neutral,None,None
"Xài rất tốt mà .Pin trâu, có khi xài đc hơn 2 ngày luôn ấy. Mượt nữa. Mọi người sao thế",5,Positive,None,None,None,Positive,Positive,None,None,None,None
"Sau 2 tháng trải nghiệm mình có nhận xét như sau,,,vs 1 người k chơi game như mình thì máy đáp ứng rất tốt các tác vụ bình thường,,,vì mình chủ yếu là quay lip để bán gà và lướt web nên máy sử lý rất tốt,,chua gặp bất cứ 1 lỗi nhỏ nào...chắc là tại mình hên nên mua dc ngay con máy tốt,,
Tuyệt vời cho 1 cuộc tình...",5,None,Positive,None,None,Positive,Positive,None,None,None,None
"Sản phẩm pua xuất sắc màn hình đẹp, cấu hình mạnh, camera chụp ảnh rất đẹp,pin trâu sạc nhanh, nhiều tính năng thú vị, giá púa rẻ. Tốt nhất trong tầm giá....",5,Positive,Positive,None,Positive,Positive,Positive,Positive,Positive,None,None
"Mới mua và dùng được một hôm cảm thấy máy khá OK ko như nhiều người nói. Đặc biệt điểm cộng khi mua ở thegioididong là nhân viên khá nhiệt tình, cảm thấy rất hài lòng.",5,None,None,None,None,Positive,None,None,None,Positive,None
"Thế giới di động gì kì vậy ,Hồi lâu e có mua con a70 mới sài được hơn tuần thì bị lỗi xong TGDD có kêu đổi điện thoaii mới xong nay em đem ra tiệm khác bán thì kêu điẹn thoại đó bị sửa lung tung bên trong và đã bị ép kính",1,None,None,None,None,None,None,None,None,Negative,None
Thề luôn. Sài bao nhiêu hãng samsung lần này thật sự thất vọng . Sài chán thiệt sự. Đt quá lác . Kh bật ứng dụng tắt hết mọi thứ cũng bị tụt pin. Cảm ứng không nhạy . 4 góc của màn hình đều không nhấn đc. Chụp hình thì xấu vô đối. Nói chung a20s khuyên m.n không nên mua. Thà mua A10 hay A20 còn hơn :))))),1,Negative,Negative,None,Negative,Negative,Negative,None,None,Negative,None
Đt mình mới mua đc 4 ngày mà sao sau cập nhật đt ko đc mượt. Mà bắt 4g và wf thì lại kém quá,3,None,None,None,Negative,None,Negative,None,None,None,None
Có ai bị trưa 12h sạc pin nắng quá máy lên dc 85% thì tự động ngắt sạc k ạ chờ cả tiếng vẫn k lên nữa,4,Negative,None,None,None,None,None,None,None,None,None
Nói thật ae muốn chơi liên quân thì đừng mua con này. Tôi mua một con khi chơi nó bị lỗi ở phím di chuyển cứ bị khựng lại rất khó chịu. Mặc dù đã ra tiệm đổi cái mới nhưng vẫn vậy,3,None,None,None,Negative,None,Negative,None,None,None,None
"Gb đã ít trong khi giá lại chát (hồi mình mua là 14tr), thế mà  đăng hình lên facebook còn bị mờ, khắc phục bao nhiêu lần cũng không được
Hối hận vì đã mua",3,None,None,None,None,None,Negative,Negative,None,None,None
"Thất vọng quá màng hình xấu dù đã chỉnh chất lượng hd, camera xấu gọi video xấu. Mình mới mua lúc tối sáng đem trả máy liền chấp nhận lỗ 20% bán xong nhẹ cả người",1,None,Negative,None,None,None,None,None,Negative,None,None
"Xài tạm ổn, up cập nhật hao pin quá phải reset máy mới ổn, cam chưa tốt, màn hình đẹp pin được 2 ngày",4,Negative,Negative,None,None,Neutral,None,None,Positive,None,None
Sp ổn. Mọi thứ đều rất tốt ngoại trừ máy mau nóng vs pin tuột hơi nhanh. Nhưg dù sao cũg thích <3,4,Negative,None,None,None,Positive,Negative,None,None,None,None
Mình mua Sài thấy không ổn lõi lung tung nên đã trả lại máy không đáng mua mọi người đừng nên mua có mua thì note8 pro là OK hơn,1,None,None,None,None,Negative,None,None,None,None,None
"Dùng để chơi game khá được, pin tuy không trâu như mong đợi nhưng vẫn tốt hơn khối dòng điện thoại đồng giá, camera trước selfie khá bình thường nhưng camera thì tốt, rõ chi tiết, bắt wifi tốt, âm thanh tốt, sài gần 1 năm giờ vẫn thấy ổn",4,Neutral,Positive,None,Positive,Positive,Positive,None,None,None,None
"Ổn và đẹp đấy chứ. Pin thì máy nhỏ pin nhỏ thì chịu thôi. Ăn thua mục đích và cách xài mấy b ạ. Mua làm phụ, nghe gọi chụp ảnh, onl không quá nhiều thì củng trụ được 1 ngày.",4,Neutral,None,Positive,None,Positive,None,None,None,None,None
"Nhìn thì ngon mà dùng như shit game mu h5 nhẹ thế mà lag suốt, sóng thì chập chờn lúc có lúc k.camera mờ chụp chậm.nói chung k được như mong đợi quá tệ.",1,None,Negative,Positive,Negative,Negative,Negative,None,None,None,None
"Mới mua sáng nay.mẫu đẹp dùng tốt,dùng sim phụ quá ngon,hi vọng dùng lâu dài sẽ ổn",5,None,None,Positive,Positive,Positive,None,None,None,None,None
Nói chung đt này ổn so vs giá.nhưng có vài khuyết điểm.pin tụt nhanh quá.cầm nặng tay quá.chơi game ok luôn chơi liên quân.hay chơi pubg ok luôn. Nhược điểm máy này bắt wifi vs 4G hơi kém.nói chung vs giá 4tr5 là ok rồi.tự hào hàng việt nam.,4,Negative,None,Negative,Negative,Positive,Positive,Positive,None,Positive,None
Xài được gần 5 tháng cảm thấy mọi thứ ổn trong tầm giá tuy điện thoại còn có nhiều cái chưa ok lắm  cơ mà đợi mình mua điện thoại lâu rồi thì hãng cho ra màu mới mà đúng ngay màu mình thích =.=,5,None,None,None,None,Positive,None,Neutral,None,None,None
điện thoại đẹp....cầm nắm chắc tay .kích thước nhỏ gọn .camera chụp hình đẹp.........nhân viên tggd 358 lê văn việt rất nhiệt tình,5,None,Positive,Positive,None,None,None,None,None,Positive,None
"Mới mua được 1 tháng rưỡi bị lỗi sạc 
Sạc từ 8h đến 15h chỉ lên được từ 20% --> 82% xong k nhận dô pin nữa
Hôm qua sạc thù chỉ lên được 94% không lên được 100%.  
Mong nhận được phản hồi sớm nhất",2,Negative,None,None,None,None,None,None,None,None,None
"Máy Lỗi , ấn nút nguồn phải chờ 9 giây mới sáng màn hình.(không phải để khởi động máy)",2,None,None,None,None,Negative,Negative,None,None,None,None
Máy không như mong đợi.chơi game thừa xa máy đời cũ.pin hết nhanh chơi game chỉ 4h là hết pin.mua mới xong muốn đổi con khác quá khó khăn khi chót mua nó.ko nên mua vì không như quản cáo,1,Negative,None,None,None,Negative,Negative,None,None,None,None
"Loạn cảm ứng nặng 
Chạy linh tinh 
Sai lầm khi mua   
Đc pin trâu 
Cấu hình tạm ko thể phóng to màn hình các loại game avatar musik,  võ lâm môbi",1,Positive,None,None,Negative,None,None,None,None,None,None
"Theo như tôi thấy la máy chạy trên android 9 
Và bộ nhớ 32 ram 2 thấy ok rồi mọi người thấy nhưng tôi biết itel s15 pro lam đep đó",5,None,None,Positive,None,None,Positive,None,None,None,Positive
Cập nhật phần mềm xong bị lỗi hay gì không khóa bảo mật được  ai biết giúp giùm với,4,None,None,None,Negative,None,None,None,None,None,None
Không hài lòng về samsung a50s xem video trên face cứ bọ thoát ra đem ra tgdđ thì nói cài đặt lại vậy mà cài đặt lại cũng như vậy cảm thấy thất vọng về samsung,1,None,None,None,None,Negative,Negative,None,None,Negative,None
"Sai lầm khi mua samsung A70,máy thì hao pin,mua 4 tháng thì 2 lần bảo hành cùng một lỗi,bảo hành lần 2 về máy đơ,vào mạng hay chơi game hay bị đứng,xài 10p thì nóng máy,chất lượng máy quá tệ,",1,Negative,None,None,None,Negative,Negative,None,None,None,None
"Chán thật, lấy máy lúc hơn 8h, về đến nhà hơn 9h đã lỗi. Màn hình đen xì rồi cứ nháy nháy, rồi tự reset lại máy. Rồi cuối cùng là báo lỗi",1,None,None,None,None,Negative,None,None,Negative,None,None
"Máy đẹp, camera chụp ảnh đẹp, vân tay siêu nhạy, mượt mà trong mọi thao tác, xuất sắc!",5,None,Positive,Positive,Positive,Positive,Positive,None,None,None,None
Sp tốt. Nhân viên thân thiện. Sài rất oke mặc dù mua cũ ở tgdd. Miui12 sài ổn định. Mượt. Sóng sánh chụp ảnh oke. Rất rất tuyệt vời,4,None,Positive,None,None,Positive,Positive,None,None,Positive,None
